pagetitle|tv1|tv2|tv3|tv4|tv5|tv6|tv7
"TBIUN_80"|"GB-0623",1,"81/74,5/81"|"Ольха медовая/клен нида"|"Тип-топ"|"Стол"|"Гербор"
"TBIU_1S/100"|"GB-0624",1,"49/74,5/81"|"Ольха медовая/клен нида"|"Тип-топ"|"Стол"|"Гербор"
"TBIU_1D1S/100"|"GB-0625",1,"49/74,5/100"|"Ольха медовая/клен нида"|"Тип-топ"|"Стол"|"Гербор"
"TREG_CD/90"|"GB-0626",1,"18/92,5/17,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Стеллаж"|"Гербор"
"TREG_40 O/90"|"GB-0627",1,"40/92,5/33,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Стеллаж"|"Гербор"
"TREG_70 O/90"|"GB-0628",1,"67/92,5/33,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Стеллаж"|"Гербор"
"TKOM_1D L/P"|"GB-0629",1,"50/92,5/33,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Шкафчик"|"Гербор"
"TKOM_2D"|"GB-0630",1,"67/92,5/33,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Шкафчик"|"Гербор"
"TKOM_5S/70"|"GB-0631",1,"67/92,5/33,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Шкафчик"|"Гербор"
"TKOM_2D/5S"|"GB-0632",1,"100/92,5/33,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Комод"|"Гербор"
"TBAR_70"|"GB-0633",1,"67/122,5/33,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Комод"|"Гербор"
"TLUS_50"|"GB-0634",1,"50/72,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Зеркало"|"Гербор"
"TKOM_60"|"GB-0635",1,"60/71/33,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Комод"|"Гербор"
"TLOZ_90 (каркас)"|"GB-0636",1,"97/60,5-80,5/202,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Кровать"|"Гербор"
"TREG_CD/180"|"GB-0637",1,"18/183/17,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Стеллаж"|"Гербор"
"TREG_40 o/180"|"GB-0638",1,"40/183,5/33,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Стеллаж"|"Гербор"
"TREG_70 o/180"|"GB-0639",1,"67/183/33,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Стеллаж"|"Гербор"
"TWIT_1D1S L/P"|"GB-0640",1,"50/183/41,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Витрина"|"Гербор"
"TWIT_1D1S L/P"|"GB-0641",1,"60/190,5/48,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Витрина"|"Гербор"
"TREG_1D1S L/P"|"GB-0642",1,"50/183/41,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Пенал"|"Гербор"
"TSZF_2D"|"GB-0643",1,"67/183/51,5"|"Ольха медовая/клен нида"|"Тип-топ"|"Шкаф"|"Гербор"
"4S/60"|"GB-0644",1,"60/85,5/41,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"комод"|"Гербор"
"4S/90"|"GB-0645",1,"90/85,5/41,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"комод"|"Гербор"
"Стеллаж угловой 38/38"|"GB-0646",1,"38/231/38"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Стеллаж"|"Гербор"
"Стеллаж открытый 50/38"|"GB-0647",1,"50/231/38.5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Стеллаж"|"Гербор"
"Стеллаж надставка 90/38"|"GB-0648",1,"90/188,5/38,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Стеллаж"|"Гербор"
"Бар надставка 90/38"|"GB-0649",1,"90/188,5/38,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Бар"|"Гербор"
"Витрина надставка 90/38"|"GB-0650",1,"90/188,5/38,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Витрина"|"Гербор"
"Витрина надставка 60/38"|"GB-0651",1,"60/188,5/38,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Витрина"|"Гербор"
"Витрина высокая 60/38"|"GB-0652",1,"60/231/38,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Витрина"|"Гербор"
"Витрина 4s_60/38"|"GB-0653",1,"60/231/38,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Витрина"|"Гербор"
"Пенал 4s_60/38"|"GB-0654",1,"60/231/38,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Пенал"|"Гербор"
"Шкаф платяной 90/58"|"GB-0655",1,"90/231/58,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Шкаф"|"Гербор"
"Шкаф угловой 75/38"|"GB-0656",1,"38,5-75,5/231/38,5-75,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Шкаф"|"Гербор"
"Зеркало-60"|"GB-0657",1,"60/100/5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Зеркало"|"Гербор"
"Зеркало-90"|"GB-0658",1,"90/75/5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Зеркало"|"Гербор"
"Шкаф платяной 1D(штанга+полки)"|"GB-0659",1,"60/231/58"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Шкаф"|"Гербор"
"Шкаф платяной 2D(штанга+полки)"|"GB-0660",1,"90/231/58"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Шкаф"|"Гербор"
"Шкаф платяной 3D"|"GB-0661",1,"142,5/231/58,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Шкаф"|"Гербор"
"Шкаф платяной 4D"|"GB-0662",1,"187,5/231/58,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Шкаф"|"Гербор"
"Шкаф угловой "|"GB-0663",1,"95,5/231/95,3"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Шкаф"|"Гербор"
"Тумба прикроватная"|"GB-0664",1,"49/39,7/41,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Тумба"|"Гербор"
"Кровать -140(каркас)"|"GB-0665",1,"157/39,5-90/218,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Кровать"|"Гербор"
"Кровать-160(каркас)"|"GB-0666",1,"177/39,5-90/218,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Кровать"|"Гербор"
"Кровать-90(каркас)"|"GB-0667",1,"107/39,5-90/218,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Кровать"|"Гербор"
"Кровать-180(каркас)"|"GB-0668",1,"197/39,5-90/218,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Кровать"|"Гербор"
"Подставка 90/58"|"GB-0669",1,"90/42,5/58,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Шкаф"|"Гербор"
"Подставка 60/58"|"GB-0670",1,"60/42,5/58,5"|"Корпус:слива валис/клен страссбург; Фасад: слива валис/ваниль"|"Том"|"Шкаф"|"Гербор"
"Тристан"|"GB-0671",1,"287/211,5/52"|"Ольха медовая/орех аоста темный"|"Тристан"|"Гостинная"|"Гербор"
"Юлия"|"GB-0672",1,"315/217/50,5-30"|"Ольха/ орех экко/бук"|"Юлия"|"Гостинная"|"Гербор"
"Юниор"|"GB-0673",1,"303,5/195,5/49,5-59"|"Ольха(ольха голубая)"|"Юниор"|"Детские"|"Гербор"
"Яспис"|"GB-0674",1,"90/48/35,5(90/90)"|"Ольха"|"Яспис"|"Прихожие"|"Гербор"
"Топаз"|"GB-0675",1,"170/201,5/36,5"|"Ольха"|"Топаз"|"Прихожие"|"Гербор"
"Агат"|"GB-0676",1,"170/201,5/36,5"|"Ольха"|"Агат"|"Прихожие"|"Гербор"
"Опал"|"GB-0677",1,"170/201,5/36,5"|"Ольха"|"Опал"|"Прихожие"|"Гербор"
"Марио"|"GB-0678",1,"159/194,5/42,5"|"Ольха"|"Марио"|"Прихожие"|"Гербор"
"Марио (надставка)"|"GB-0679",1,"159/45/42,5"|"Ольха"|"Марио"|"Прихожие"|"Гербор"
"Аро"|"GB-0680",1,"108/194,5/42,5"|"Ольха"|"Аро"|"Прихожие"|"Гербор"
"Аро(надставка)"|"GB-0681",1,"108/45/42,5"|"Ольха"|"Аро"|"Прихожие"|"Гербор"
"Берта"|"GB-0682",1,"184/242/63"|"Ольха/ольха синяя"|"Берта"|"Прихожие"|"Гербор"
"Соло 205 3D"|"GB-0683",1,"204/213/75"|"Ольха"|"Соло"|"Прихожие"|"Гербор"
"Соло 205 4D"|"GB-0684",1,"204/213/75"|"Ольха"|"Соло"|"Прихожие"|"Гербор"
"Комод-3d4s"|"GB-0685",1,"154/85/42,5"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Комод"|"Гербор"
"Тумба 4d"|"GB-0686",1,"103/85/42,5"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Тумба"|"Гербор"
"Стол письменный-120"|"GB-0687",1,"120/75/60"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Стол"|"Гербор"
"Тумба прикроватная-1s"|"GB-0688",1,"52/43/34,5"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Тумба"|"Гербор"
"Кровать-90(каркас)"|"GB-0689",1,"95,5/85/216"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Кровать"|"Гербор"
"Шкаф-2d"|"GB-0690",1,"80/204,5/57"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Шкаф"|"Гербор"
"Витрина навесная 1w"|"GB-0691",1,"52/162/34,5"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Витрина"|"Гербор"
"Пенал навесной 2d1s"|"GB-0692",1,"52/162/34,5"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Пенал"|"Гербор"
"Пенал навесной 2d"|"GB-0693",1,"52/162/34,5"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Пенал"|"Гербор"
"Комод 4s"|"GB-0694",1,"52/162/34,5"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Комод"|"Гербор"
"Полка 1d"|"GB-0695",1,"52/85/42,5"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Полка"|"Гербор"
"Тумба ртв-130"|"GB-0696",1,"129/43/54,5"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Тумба"|"Гербор"
"Полка-152"|"GB-0697",1,"152/22/24"|"Корпус: венга магия; Фасад: синий№1/белый с рисунком"|"Аватар"|"Полка"|"Гербор"
"Полка-175(145,115)"|"GB-0698",1,"175(145,115)/38,5/35"|"Корпус: венге магия/дуб борас светлый; Фасад: венге магия/дуб борас светлый"|"Николь"|"Полка"|"Гербор"
"Тумба РТВ -175(145,115)"|"GB-0699",1,"175(145,115)/39/55"|"Корпус: венге магия/дуб борас светлый; Фасад: венге магия/дуб борас светлый"|"Николь"|"Тумба"|"Гербор"
"Кровать-160(каркас)"|"GB-0700",1,"176/94/208"|"Корпус: венге магия/дуб борас светлый; Фасад: венге магия/дуб борас светлый"|"Николь"|"Кровать"|"Гербор"
"Пенал -2d"|"GB-0701",1,"60/197/45"|"Корпус: венге магия/дуб борас светлый; Фасад: венге магия/дуб борас светлый"|"Николь"|"Пенал"|"Гербор"
"Витрина - 1w3s"|"GB-0702",1,"60/197/45"|"Корпус: венге магия/дуб борас светлый; Фасад: венге магия/дуб борас светлый"|"Николь"|"Витрина"|"Гербор"
"Тумба прикроватная "|"GB-0703",1,"55/40/35"|"Корпус: венге магия/дуб борас светлый; Фасад: венге магия/дуб борас светлый"|"Николь"|"Тумба"|"Гербор"
"Стол журнальный "|"GB-0704",1,"140/38/70"|"Корпус: венге магия/дуб борас светлый; Фасад: венге магия/дуб борас светлый"|"Николь"|"Стол"|"Гербор"
"Зеркало"|"GB-0705",1,"100/100/3,5"|"Корпус: венге магия/дуб борас светлый; Фасад: венге магия/дуб борас светлый"|"Николь"|"Зеркало"|"Гербор"
"Комод -4s"|"GB-0706",1,"100/90/45"|"Корпус: венге магия/дуб борас светлый; Фасад: венге магия/дуб борас светлый"|"Николь"|"Комод"|"Гербор"
"Шкаф-4d"|"GB-0707",1,"200/215/60"|"Корпус: венге магия/дуб борас светлый; Фасад: венге магия/дуб борас светлый"|"Николь"|"Шкаф"|"Гербор"
"Витрина 1w"|"GB-0708",1,"60/197/45"|"Корпус: венге магия/дуб борас светлый; Фасад: венге магия/дуб борас светлый"|"Николь"|"Витрина"|"Гербор"
"Кровать"|"CM-0106",1,"2025/840/1750"|"Ольха/яблоня/орех"|"Антонина"|"Спальня"|"Світ меблів"
"Тумбочка"|"CM-0107",1,"370/400/390"|"Ольха/яблоня/орех"|"Антонина"|"Спальня"|"Світ меблів"
"Комод"|"CM-0108",1,"820/725/390"|"Ольха/яблоня/орех"|"Антонина"|"Спальня"|"Світ меблів"
"Туалетка"|"CM-0109",1,"1125/1470/390"|"Ольха/яблоня/орех"|"Антонина"|"Спальня"|"Світ меблів"
"Шкаф"|"CM-0110",1,"1800/2080/520"|"Ольха/яблоня/орех"|"Антонина"|"Спальня"|"Світ меблів"
"Кровать"|"CM-0111",1,"2025/840/1750"|"Корпус: яблоня/клен; Фасад: кальвадос/перламутр"|"Антонина глянцевая"|"Спальня"|"Світ меблів"
"Тумбочка"|"CM-0112",1,"370/400/390"|"Корпус: яблоня/клен; Фасад: кальвадос/перламутр"|"Антонина глянцевая"|"Спальня"|"Світ меблів"
"Комод"|"CM-0113",1,"820/725/390"|"Корпус: яблоня/клен; Фасад: кальвадос/перламутр"|"Антонина глянцевая"|"Спальня"|"Світ меблів"
"Туалетка"|"CM-0114",1,"1125/1470/390"|"Корпус: яблоня/клен; Фасад: кальвадос/перламутр"|"Антонина глянцевая"|"Спальня"|"Світ меблів"
"Шкаф"|"CM-0115",1,"1800/2080/520"|"Корпус: яблоня/клен; Фасад: кальвадос/перламутр"|"Антонина глянцевая"|"Спальня"|"Світ меблів"
"Прихожая"|"CM-0333",1,"1800/2005/430"|"Корпус:орех; Фасад: раттан"|"Астра"|"Прихожая"|"Світ меблів"
"Гостинная"|"CM-0001",1,"4100/2120/580"|"яблоня/орех"|"Атос новый"|"Гостинная"|"Світ меблів"
"Ниша под ТВ"|"CM-0002",1,"765/745/475"|"яблоня/орех"|"Атос новый"|"Гостинная"|"Світ меблів"
"Гостинная"|"CM-0003",1,"3210/2130/500"|" темный венге/яблоня светлая"|"Афина"|"Гостинная"|"Світ меблів"
"Шкаф"|"CM-0116",1,"1795/2295/605"|"Корпус: клен/яблоня; Фасад: яблоня светная/яблоня"|"Венеция"|"Спальня"|"Світ меблів"
"Кровать"|"CM-0117",1,"2150/1130/1915"|"Корпус: клен; Фасад: яблоня светная"|"Венеция"|"Спальня"|"Світ меблів"
"Тумбочка"|"CM-0118",1,"534/504/440"|"Корпус: клен; Фасад: яблоня светная"|"Венеция"|"Спальня"|"Світ меблів"
