parent|id|pagetitle|tv1|tv2|tv3|tv4|tv5|tv6|tv7|tv8
1079|Зеркало 900|COK-0013|1|900/780/150|Корпус ДСП:светлый орех, Фасад МДФ:св.яблоня, св.орех|Дебют|Модульная система|Сокме
1080|Зеркало для туалетки|COK-0014|1|1150/700/_|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1081|Комод|COK-0015|1|800/1020/520|Корпус ДСП,Фасад МДФ: ольха|Карина|Детская|Сокме
1082|Комод 100|COK-0016|1|1010/940/515|Корпус ДСП, фасад МДФ: ольха/яблоня|Венера|Спальня|Сокме
1083|Комод 100|COK-0017|1|1010/940/515|Корпус ДСП, фасад МДФ: ольха/яблоня|Миллениум|Спальня|Сокме
1084|Комод 100|COK-0018|1|1010/905/515|Корпус ДСП:яблоня/светлый орех;Фасад МДФ: яблоня,светлая яблоня/светлый орех,светлая яблоня|Миллениум-2|Спальня|Сокме
1085|Комод 100|COK-0019|1|1000/1220/450|Корпус, фасад ДСП: венге темный/венге светлый|Комфорт|Спальня|Сокме
1086|Комод 100|COK-0020|1|1010/1100/515|Корпус ДСП:дуб шамони светлый; Фасад МДФ: дуб светлый|Люкс Миллениум|Спальня|Сокме
1087|Комод 1000|COK-0021|1|1000/980/465|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1088|Комод 1000|COK-0022|1|1000/755/400|Корпус ДСП:тёмный орех;Фасад ДСП:дуб родос светлый|Дуэт|Прихожая|Сокме
1089|Комод 120|COK-0023|1|1200/1220/450|Корпус, фасад ДСП: венге темный/венге светлый|Комфорт|Спальня|Сокме
1090|Комод 1200 5Ш/2Д|COK-0024|1|1200/1310/365|Корпус ДСП:светлый орех, Фасад МДФ:св.яблоня, св.орех|Дебют|Модульная система|Сокме
1091|Комод 1200/2Д/5Ш|COK-0025|1|1200/980/465|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1092|Комод 1200/3Д|COK-0026|1|1200/980/465|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1093|Комод 140|COK-0027|1|1400/820/450|Корпус, фасад ДСП: венге темный/венге светлый|Комфорт|Спальня|Сокме
1094|Комод 1400|COK-0028|1|1410/855/440|Корпус:Красное дерево; Фасад: Кедр|Вероника|Спальня|Сокме
1095|Комод 500|COK-0029|1|500/980/465|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1096|Комод 80|COK-0030|1|810/780/515|Корпус ДСП, фасад МДФ: ольха/яблоня|Миллениум|Спальня|Сокме
1097|Комод 80|COK-0031|1|810/905/515|Корпус ДСП:яблоня/светлый орех;Фасад МДФ: яблоня,светлая яблоня/светлый орех,светлая яблоня|Миллениум-2|Спальня|Сокме
1098|Комод 80|COK-0032|1|800/1220/450|Корпус, фасад ДСП: венге темный/венге светлый|Комфорт|Спальня|Сокме
1099|Комод 80|COK-0033|1|810/855/515|Корпус ДСП:дуб шамони светлый; Фасад МДФ: дуб светлый|Люкс Миллениум|Спальня|Сокме
1100|Комод 800|COK-0034|1|800/1160/560|Корпус ДСП:ваниль;Фасад ДСП:терра голубая/Терра зеленая/терра лосось|Детский мир/ Кроватка Капитошка|Детская|Сокме
1101|Комод 800|COK-0035|1|800/980/465|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1102|Комод 800 6Ш/1Д|COK-0036|1|800/1310/505|Корпус ДСП:светлый орех, Фасад МДФ:св.яблоня, св.орех|Дебют|Модульная система|Сокме
1103|Комод 800/1000|COK-0037|1|810(1010)/855/440|Корпус:Красное дерево; Фасад: Кедр|Вероника|Спальня|Сокме
1104|Комод 800/1000|COK-0038|1|810/780/515|Корпус ДСП, фасад МДФ: ольха/яблоня|Венера|Спальня|Сокме
1105|Комод 900|COK-0039|1|900/980/465|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1106|Комод 900 4Ш/2Д|COK-0040|1|900/1310/365|Корпус ДСП:светлый орех, Фасад МДФ:св.яблоня, св.орех|Дебют|Модульная система|Сокме
1107|Комод 918|COK-0041|1|918/980/465|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1108|Кресло|COK-0042|1|450/445/445|Корпус: ваниль; Рамочный фасад:лосось каролина,джинс каролина|Твинкс|Детская|Сокме
1109|Кроватка Тутти-Фрутти|COK-0043|1||Корпус ДСП:ваниль;Фасад ДСП:терра голубая/Терра зеленая/терра лосось|Детский мир/ Кроватка Тутти-Фрутти|Детская|Сокме
1110|Кровать|COK-0044|1|2036/1265/950 матрац- 2000*900|Корпус ДСП:ваниль;Фасад ДСП:терра голубая/Терра зеленая/терра лосось|Детский мир/ Кроватка Капитошка|Детская|Сокме
1111|Кровать 140|COK-0045|1|1500/810/2070|Корпус ДСП: светлый орех; Фасад МДФ:св.яблоня/св.орех|Дебют|Спальня|Сокме
1112|Кровать 140 |COK-0046|1|2020/1210/2045|Корпус ДСП:дуб шамони светлый; Фасад МДФ: дуб светлый|Люкс Миллениум|Спальня|Сокме
1113|Кровать 140/160|COK-0047|1|1622(1822)/930/2045|Корпус ДСП:яблоня/светлый орех;Фасад МДФ: яблоня,светлая яблоня/светлый орех,светлая яблоня|Миллениум-2|Спальня|Сокме
1114|Кровать 160|COK-0048|1|2220/1210/2045|Корпус ДСП:дуб шамони светлый; Фасад МДФ: дуб светлый|Люкс Миллениум|Спальня|Сокме
1115|Кровать 160|COK-0049|1|1700/810/2070|Корпус ДСП: светлый орех; Фасад МДФ:св.яблоня/св.орех|Дебют|Спальня|Сокме
1116|Кровать 1600/1400|COK-0050|1|1740(1540)/1055/2050|Корпус:Красное дерево; Фасад: Кедр|Вероника|Спальня|Сокме
1117|Кровать 90|COK-0051|1|1000/810/2070|Корпус ДСП: светлый орех; Фасад МДФ:св.яблоня/св.орех|Дебют|Спальня|Сокме
1118|Кровать 90|COK-0052|1|950/820/2050|Корпус ДСП,Фасад МДФ: ольха|Карина|Детская|Сокме
1119|Кровать 90/140/160|COK-0053|1|930(1430/1630)/930/2045|Корпус ДСП, фасад МДФ: ольха/яблоня|Венера|Спальня|Сокме
1120|Кровать 90/140/160|COK-0054|1|930(1430/1630)/930/2045|Корпус ДСП, фасад МДФ: ольха/яблоня|Миллениум|Спальня|Сокме
1121|Кровать 90/140/160|COK-0055|1|1000(1500/1700)/850/2065|Корпус, фасад ДСП: венге темный/венге светлый|Комфорт|Спальня|Сокме
1122|Кровать 900|COK-0056|1|1040/1030/2050|Корпус:Красное дерево; Фасад: Кедр|Вероника|Спальня|Сокме
1123|Кровать 900/1400/1600|COK-0057|1|950(1450/1650)/820/2050|корпус ДСП: светлый орех; Рамочный фасад:итальянский орех|Модена|Модульная система|Сокме
1124|кровать №2|COK-0058|1|850/590/1936, матрац- 1900*800 двусторонний|Корпус: ваниль; Рамочный фасад:лосось каролина,джинс каролина|Твинкс|Детская|Сокме
1125|Кровать №3|COK-0059|1|1650/850/740 матрац- 1900*700 двусторонний|Корпус: ваниль; Рамочный фасад:лосось каролина,джинс каролина|Твинкс|Детская|Сокме
1126|Кровать нижняя №1|COK-0060|1|1935/650/860 матрац- 1900*800 двусторонний|Корпус: ваниль; Рамочный фасад:лосось каролина,джинс каролина|Твинкс|Детская|Сокме
